Date,Price
5/26/2022,65.9
5/27/2022,66.5
5/29/2022,66.5
5/30/2022,67.7
5/31/2022,67.4
6/1/2022,67.4
6/2/2022,66.7
6/3/2022,66.8
6/6/2022,66.8
6/7/2022,65.5
6/8/2022,65.3
6/9/2022,65.2
6/10/2022,63.8
6/12/2022,63.8
6/13/2022,62.1
6/14/2022,61.9
6/15/2022,60.7
6/16/2022,60.9
6/17/2022,59.8
6/19/2022,59.8
6/20/2022,58.7
6/21/2022,58.5
6/22/2022,57.6
6/23/2022,57.4
6/24/2022,58.4
6/26/2022,58.4
6/27/2022,58.8
6/28/2022,59.4
6/29/2022,58.0
6/30/2022,57.0
7/1/2022,56.2
7/3/2022,56.2
7/4/2022,57.1
7/5/2022,57.2
7/6/2022,56.4
7/7/2022,58.2
7/8/2022,58.7
7/10/2022,58.7
7/11/2022,58.8
7/12/2022,58.1
7/13/2022,58.0
7/14/2022,57.5
7/15/2022,60.0
7/17/2022,60.0
7/18/2022,61.9
7/19/2022,60.9
7/20/2022,60.5
7/21/2022,61.8
7/22/2022,61.3
7/24/2022,61.3
7/25/2022,61.1
7/26/2022,61.7
7/27/2022,61.8
7/28/2022,61.9
7/29/2022,61.4
7/31/2022,61.4
8/1/2022,61.3
8/2/2022,61.7
8/3/2022,61.3
8/4/2022,61.5
8/5/2022,61.5
8/7/2022,61.5
8/8/2022,60.8
8/9/2022,60.0
8/10/2022,59.1
8/11/2022,59.9
8/12/2022,60.2
8/15/2022,60.2
8/16/2022,61.0
8/17/2022,60.4
8/18/2022,61.5
8/19/2022,60.9
8/21/2022,60.9
8/22/2022,60.0
8/23/2022,59.1
8/24/2022,59.0
8/25/2022,59.7
8/26/2022,60.0
8/29/2022,58.6
8/30/2022,58.8
8/31/2022,59.7
9/1/2022,58.4
9/2/2022,57.5
9/4/2022,57.5
9/5/2022,57.1
9/6/2022,57.1
9/7/2022,56.0
9/8/2022,55.6
9/12/2022,55.6
9/13/2022,58.1
9/14/2022,56.8
9/15/2022,56.0
9/16/2022,56.2
9/18/2022,56.2
9/19/2022,56.4
9/20/2022,55.8
9/21/2022,55.3
9/22/2022,54.4
9/23/2022,54.5
9/25/2022,54.5
9/26/2022,53.9
9/27/2022,54.2
9/28/2022,52.9
9/29/2022,52.6
9/30/2022,53.1
10/3/2022,53.1
10/4/2022,55.2
10/5/2022,56.0
10/6/2022,56.3
10/7/2022,56.2
10/10/2022,56.2
10/11/2022,55.4
10/12/2022,55.8
10/13/2022,55.2
10/14/2022,56.3
10/16/2022,56.3
10/17/2022,56.6
10/18/2022,56.5
10/19/2022,55.8
10/20/2022,55.5
10/21/2022,55.9
10/23/2022,55.9
10/24/2022,57.5
10/25/2022,57.7
10/26/2022,59.4
10/27/2022,59.5
10/28/2022,57.3
10/30/2022,57.3
10/31/2022,59.4
11/1/2022,60.0
11/2/2022,59.6
11/3/2022,59.2
11/4/2022,59.4
11/6/2022,59.4
11/7/2022,60.2
11/8/2022,61.8
11/9/2022,62.0
11/10/2022,60.4
11/11/2022,62.9
11/13/2022,62.9
11/14/2022,61.9
11/15/2022,62.4
11/16/2022,62.7
11/17/2022,61.4
11/18/2022,61.8
11/20/2022,61.8
11/21/2022,61.4
11/22/2022,60.6
11/23/2022,61.0
11/24/2022,61.4
11/25/2022,61.0
11/27/2022,61.0
11/28/2022,60.1
11/29/2022,60.6
11/30/2022,62.2
12/1/2022,62.6
12/2/2022,60.4
12/4/2022,60.4
12/5/2022,60.3
12/6/2022,59.2
12/7/2022,58.9
12/8/2022,59.2
12/9/2022,60.4
12/11/2022,60.4
12/12/2022,59.5
12/13/2022,59.7
12/14/2022,60.5
12/15/2022,59.3
12/16/2022,59.5
12/18/2022,59.5
12/19/2022,59.5
12/20/2022,58.6
12/21/2022,58.0
12/22/2022,59.1
12/23/2022,58.1
12/25/2022,58.1
12/26/2022,57.9
12/27/2022,58.1
12/28/2022,56.6
12/29/2022,55.3
1/2/2023,55.5
1/3/2023,55.4
1/4/2023,57.8
1/5/2023,58.2
1/6/2023,59.0
1/8/2023,59.0
1/9/2023,60.7
1/10/2023,60.4
1/11/2023,60.5
1/12/2023,60.5
1/13/2023,60.8
1/15/2023,60.8
1/16/2023,61.1
1/17/2023,61.0
1/18/2023,60.4
1/19/2023,61.5
1/20/2023,61.8
1/24/2023,61.8
1/25/2023,63.4
1/26/2023,63.9
1/27/2023,64.6
1/29/2023,64.6
1/30/2023,63.3
1/31/2023,61.0
2/1/2023,61.8
2/2/2023,63.5
2/3/2023,63.8
2/5/2023,63.8
2/6/2023,61.6
2/7/2023,61.9
2/8/2023,63.1
2/9/2023,63.0
2/10/2023,62.8
2/12/2023,62.8
2/13/2023,62.9
2/14/2023,63.2
2/15/2023,62.2
2/16/2023,63.7
2/17/2023,62.6
2/19/2023,62.6
2/20/2023,62.7
2/21/2023,62.1
2/22/2023,61.1
2/23/2023,62.0
2/24/2023,61.3
2/26/2023,61.3
2/27/2023,60.5
2/28/2023,60.6
3/1/2023,60.6
3/2/2023,60.8
3/3/2023,60.5
3/5/2023,60.5
3/6/2023,61.5
3/7/2023,60.7
3/8/2023,60.3
3/9/2023,60.1
3/10/2023,59.5
3/12/2023,59.5
3/13/2023,60.0
3/14/2023,59.0
3/15/2023,59.8
3/16/2023,59.9
3/17/2023,61.3
3/19/2023,61.3
3/20/2023,60.2
3/21/2023,60.3
3/22/2023,61.1
3/23/2023,62.3
3/24/2023,63.0
3/26/2023,63.0
3/27/2023,62.1
3/28/2023,62.9
3/29/2023,62.7
3/30/2023,63.2
3/31/2023,64.0
4/2/2023,64.0
4/3/2023,63.1
4/4/2023,63.6
4/5/2023,63.9
4/6/2023,62.3
4/7/2023,65.0
4/9/2023,65.0
4/10/2023,65.7
4/11/2023,65.9
4/12/2023,66.0
4/13/2023,66.1
4/14/2023,65.1
4/16/2023,65.1
4/17/2023,65.3
4/18/2023,65.6
4/19/2023,65.5
4/20/2023,65.3
4/21/2023,65.7
4/23/2023,65.7
4/24/2023,65.2
4/25/2023,63.6
4/26/2023,64.1
4/27/2023,64.6
4/28/2023,65.5
5/1/2023,65.5
5/2/2023,65.7
5/3/2023,65.4
5/4/2023,65.1
5/7/2023,65.1
5/8/2023,65.9
5/9/2023,65.3
5/10/2023,64.6
5/11/2023,64.2
5/12/2023,64.1
5/14/2023,64.1
5/15/2023,64.5
5/16/2023,65.4
5/17/2023,65.0
5/18/2023,66.2
5/19/2023,68.4
5/21/2023,68.4
5/22/2023,68.5
5/23/2023,68.4
5/24/2023,68.5
5/25/2023,68.8
5/26/2023,70.3
5/29/2023,70.3
5/30/2023,72.3
5/31/2023,71.4
6/1/2023,70.9
6/2/2023,72.2
6/4/2023,72.2
6/5/2023,71.7
6/6/2023,71.7
6/7/2023,71.0
6/8/2023,70.9
6/9/2023,72.0
6/11/2023,72.0
6/12/2023,71.0
6/13/2023,72.0
6/14/2023,71.9
6/15/2023,71.5
6/16/2023,71.8
6/18/2023,71.8
6/19/2023,71.2
6/20/2023,71.4
6/21/2023,70.5
6/22/2023,71.3
6/23/2023,71.6
6/25/2023,71.6
6/26/2023,72.4
6/27/2023,72.6
6/28/2023,72.7
6/29/2023,72.4
6/30/2023,72.2
7/2/2023,72.2
7/3/2023,73.0
7/4/2023,73.0
7/5/2023,72.0
7/6/2023,71.6
7/7/2023,69.9
7/9/2023,69.9
7/10/2023,69.5
7/11/2023,71.5
7/12/2023,71.9
7/13/2023,71.9
7/14/2023,73.4
7/16/2023,73.4
7/17/2023,73.3
7/18/2023,72.0
7/19/2023,71.7
7/20/2023,71.0
7/21/2023,70.3
7/23/2023,70.3
7/24/2023,70.4
7/25/2023,70.0
7/26/2023,69.8
7/27/2023,71.7
7/28/2023,70.6
7/30/2023,70.6
7/31/2023,69.8
8/1/2023,71.1
8/2/2023,69.9
8/3/2023,68.8
8/4/2023,68.3
8/6/2023,68.3
8/7/2023,68.5
8/8/2023,67.6
8/9/2023,68.9
8/10/2023,68.0
8/11/2023,67.5
8/13/2023,67.5
8/14/2023,67.3
8/15/2023,67.3
8/16/2023,67.0
8/17/2023,66.7
8/18/2023,66.3
8/20/2023,66.3
8/21/2023,66.6
8/22/2023,66.6
8/23/2023,67.1
8/24/2023,68.2
8/25/2023,67.1
8/27/2023,67.1
8/28/2023,66.8
8/29/2023,66.8
8/30/2023,67.1
8/31/2023,66.9
9/1/2023,71.0
9/3/2023,71.0
9/4/2023,71.2
9/5/2023,70.7
9/6/2023,70.0
9/7/2023,70.4
9/8/2023,70.3
9/10/2023,70.3
9/11/2023,70.8
9/12/2023,70.5
9/13/2023,70.9
9/14/2023,71.7
9/15/2023,72.0
9/17/2023,72.0
9/18/2023,70.2
9/19/2023,69.8
9/20/2023,69.6
9/21/2023,68.9
9/22/2023,68.8
9/24/2023,68.8
9/25/2023,69.4
9/26/2023,68.6
9/27/2023,68.4
10/3/2023,68.4
10/4/2023,67.5
10/5/2023,66.7
10/6/2023,66.0
10/9/2023,66.0
10/10/2023,66.4
10/11/2023,68.2
10/12/2023,68.9
10/13/2023,68.0
10/15/2023,68.0
10/16/2023,67.3
10/17/2023,69.4
10/18/2023,70.5
10/19/2023,69.5
10/20/2023,68.8
10/22/2023,68.8
10/23/2023,68.4
10/24/2023,68.5
10/25/2023,68.0
10/26/2023,66.7
10/27/2023,67.3
10/29/2023,67.3
10/30/2023,67.3
10/31/2023,66.9
11/1/2023,68.6
11/2/2023,69.7
11/3/2023,69.6
11/5/2023,69.6
11/6/2023,70.9
11/7/2023,70.9
11/8/2023,69.9
11/9/2023,70.3
11/10/2023,70.5
11/12/2023,70.5
11/13/2023,70.4
11/14/2023,70.8
11/15/2023,72.2
11/16/2023,72.8
11/17/2023,72.5
11/19/2023,72.5
11/20/2023,72.7
11/21/2023,72.8
11/22/2023,72.8
11/23/2023,72.4
11/24/2023,71.7
11/26/2023,71.7
11/27/2023,71.3
11/28/2023,72.7
11/29/2023,72.7
11/30/2023,72.8
12/1/2023,72.0
12/3/2023,72.0
12/4/2023,72.6
12/5/2023,71.2
12/6/2023,71.7
12/7/2023,71.5
12/8/2023,72.6
