Date,Price,,,,,
10/18/2023,84.1,,,,,
10/19/2023,83.84,,,,,
10/20/2023,83.19,,,,,
10/23/2023,83.11,,,,,
10/24/2023,84.22,,,,,
10/25/2023,82.7,,,,,
10/26/2023,80.97,,,,,
10/27/2023,80.04,,,,,
10/30/2023,81.74,,,,,
10/31/2023,83.05,,,,,
11/1/2023,85.03,,,,,
11/2/2023,86.56,,,,,
11/3/2023,87.42,,,,,
11/6/2023,86.69,,,,,
11/7/2023,87.76,,,,,
11/8/2023,87.54,,,,,
11/9/2023,81.73,,,,,
11/10/2023,85.94,,,,,
11/13/2023,83.33,,,,,
11/14/2023,85.07,,,,,
11/15/2023,87.12,,,,,
11/16/2023,87.6,,,,,
11/17/2023,87.65,,,,,
11/20/2023,87.54,,,,,
11/21/2023,86.79,,,,,
11/22/2023,87.59,,,,,
11/24/2023,86.64,,,,,
11/27/2023,86.95,,,,,
11/28/2023,87.23,,,,,
11/29/2023,86.1,,,,,
11/30/2023,85.95,,,,,
12/1/2023,86.14,,,,,
12/4/2023,85.32,,,,,
12/5/2023,86.4,,,,,
12/6/2023,88.4,,,,,
12/7/2023,88.51,,,,,
12/8/2023,89.3,,,,,
