Date,Price
1/23/2023,141.11
1/24/2023,142.53
1/25/2023,141.86
1/26/2023,143.96
1/27/2023,145.93
1/30/2023,143
1/31/2023,144.29
2/1/2023,145.43
2/2/2023,150.82
2/3/2023,154.5
2/6/2023,151.73
2/7/2023,154.65
2/8/2023,151.92
2/9/2023,150.87
2/10/2023,151.01
2/13/2023,153.85
2/14/2023,153.2
2/15/2023,155.33
2/16/2023,153.71
2/17/2023,152.55
2/21/2023,148.48
2/22/2023,148.91
2/23/2023,149.4
2/24/2023,146.71
2/27/2023,147.92
2/28/2023,147.41
3/1/2023,145.31
3/2/2023,145.91
3/3/2023,151.03
3/6/2023,153.83
3/7/2023,151.6
3/8/2023,152.87
3/9/2023,150.59
3/10/2023,148.5
3/13/2023,150.47
3/14/2023,152.59
3/15/2023,152.99
3/16/2023,155.85
3/17/2023,155
3/20/2023,157.4
3/21/2023,159.28
3/22/2023,157.83
3/23/2023,158.93
3/24/2023,160.25
3/27/2023,158.28
3/28/2023,157.65
3/29/2023,160.77
3/30/2023,162.36
3/31/2023,164.9
4/3/2023,166.17
4/4/2023,165.63
4/5/2023,163.76
4/6/2023,164.66
4/10/2023,162.03
4/11/2023,160.8
4/12/2023,160.1
4/13/2023,165.56
4/14/2023,165.21
4/17/2023,165.23
4/18/2023,166.47
4/19/2023,167.63
4/20/2023,166.65
4/21/2023,165.02
4/24/2023,165.33
4/25/2023,163.77
4/26/2023,163.76
4/27/2023,168.41
4/28/2023,169.68
5/1/2023,169.59
5/2/2023,168.54
5/3/2023,167.45
5/4/2023,165.79
5/5/2023,173.57
5/8/2023,173.5
5/9/2023,171.77
5/10/2023,173.55
5/11/2023,173.75
5/12/2023,172.57
5/15/2023,172.07
5/16/2023,172.07
5/17/2023,172.69
5/18/2023,175.05
5/19/2023,175.16
5/22/2023,174.2
5/23/2023,171.56
5/24/2023,171.84
5/25/2023,172.99
5/26/2023,175.43
5/30/2023,177.3
5/31/2023,177.25
6/1/2023,180.09
6/2/2023,180.95
6/5/2023,179.58
6/6/2023,179.21
6/7/2023,177.82
6/8/2023,180.57
6/9/2023,180.96
6/12/2023,183.79
6/13/2023,183.31
6/14/2023,183.95
6/15/2023,186.01
6/16/2023,184.92
6/20/2023,185.01
6/21/2023,183.96
6/22/2023,187
6/23/2023,186.68
6/26/2023,185.27
6/27/2023,188.06
6/28/2023,189.25
6/29/2023,189.59
6/30/2023,193.97
7/3/2023,192.46
7/5/2023,191.33
7/6/2023,191.81
7/7/2023,190.68
7/10/2023,188.61
7/11/2023,188.08
7/12/2023,189.77
7/13/2023,190.54
7/14/2023,190.69
7/17/2023,193.99
7/18/2023,193.73
7/19/2023,195.1
7/20/2023,193.13
7/21/2023,191.94
7/24/2023,192.75
7/25/2023,193.62
7/26/2023,194.5
7/27/2023,193.22
7/28/2023,195.83
7/31/2023,196.45
8/1/2023,195.6
8/2/2023,192.58
8/3/2023,191.17
8/4/2023,181.99
8/7/2023,178.85
8/8/2023,179.8
8/9/2023,178.19
8/10/2023,177.97
8/11/2023,177.79
8/14/2023,179.46
8/15/2023,177.45
8/16/2023,176.57
8/17/2023,174
8/18/2023,174.49
8/21/2023,175.84
8/22/2023,177.23
8/23/2023,181.12
8/24/2023,176.38
8/25/2023,178.61
8/28/2023,180.19
8/29/2023,184.12
8/30/2023,187.65
8/31/2023,187.87
9/1/2023,189.46
9/5/2023,189.7
9/6/2023,182.91
9/7/2023,177.56
9/8/2023,178.18
9/11/2023,179.36
9/12/2023,176.3
9/13/2023,174.21
9/14/2023,175.74
9/15/2023,175.01
9/18/2023,177.97
9/19/2023,179.07
9/20/2023,175.49
9/21/2023,173.93
9/22/2023,174.79
9/25/2023,176.08
9/26/2023,171.96
9/27/2023,170.43
9/28/2023,170.69
9/29/2023,171.21
10/2/2023,173.75
10/3/2023,172.4
10/4/2023,173.66
10/5/2023,174.91
10/6/2023,177.49
10/9/2023,178.99
10/10/2023,178.39
10/11/2023,179.8
10/12/2023,180.71
10/13/2023,178.85
10/16/2023,178.72
10/17/2023,177.15
10/18/2023,175.84
10/19/2023,175.46
10/20/2023,172.88
10/23/2023,173
10/24/2023,173.44
10/25/2023,171.1
10/26/2023,166.89
10/27/2023,168.22
10/30/2023,170.29
10/31/2023,170.77
11/1/2023,173.97
11/2/2023,177.57
11/3/2023,176.65
11/6/2023,179.23
11/7/2023,181.82
11/8/2023,182.89
11/9/2023,182.41
11/10/2023,186.4
11/13/2023,184.8
11/14/2023,187.44
11/15/2023,188.01
11/16/2023,189.71
11/17/2023,189.69
11/20/2023,191.45
11/21/2023,190.64
11/22/2023,191.31
11/24/2023,189.97
11/27/2023,189.79
11/28/2023,190.4
11/29/2023,189.37
11/30/2023,189.95
12/1/2023,191.24
12/4/2023,189.43
12/5/2023,193.42
12/6/2023,192.32
12/7/2023,194.27
12/8/2023,195.69
