Date,Price,Open,High,Low,Vol.,Change %
9/4/2019,58.51,58.03,58.59,57.92,934.22K,1.88%
9/5/2019,59.54,59.55,60.04,59.48,1.30M,1.76%
9/6/2019,59.2,59.34,59.42,59,679.69K,-0.57%
9/9/2019,59.98,60.5,60.63,59.68,1.14M,1.32%
9/10/2019,59.24,59.12,59.39,58.92,759.93K,-1.23%
9/11/2019,60.05,59.61,60.15,59.46,731.02K,1.37%
9/12/2019,60.25,60.14,60.44,60,623.21K,0.33%
9/13/2019,60.36,60.1,60.53,60.09,661.28K,0.18%
9/16/2019,59.97,59.92,60.25,59.68,400.83K,-0.65%
9/17/2019,59.94,60.15,60.15,59.26,1.86M,-0.05%
9/18/2019,59.11,59.12,59.36,58.58,822.03K,-1.38%
9/19/2019,59.35,59.39,59.78,59.24,659.41K,0.41%
9/20/2019,59.12,59.31,59.58,58.76,631.23K,-0.39%
9/23/2019,59.12,58.98,59.27,58.87,436.17K,0.00%
9/24/2019,58.91,59.67,59.77,58.72,992.54K,-0.36%
9/25/2019,60.58,60.4,60.74,59.87,1.54M,2.83%
9/26/2019,59.41,59.91,60.08,59.23,830.67K,-1.93%
9/27/2019,58.77,58.83,59.39,58.65,1.50M,-1.08%
9/30/2019,59.13,58.49,59.18,58.1,675.40K,0.61%
10/1/2019,57.96,58.5,58.96,57.65,1.00M,-1.98%
10/2/2019,56.83,57.25,57.25,56.51,1.02M,-1.95%
10/3/2019,57.93,57.35,58,57,837.03K,1.94%
10/4/2019,58.75,57.89,58.85,57.89,640.38K,1.42%
10/7/2019,58.07,58.1,58.4,58.07,716.37K,-1.16%
10/8/2019,57.21,57.55,57.61,57.03,713.13K,-1.48%
10/9/2019,57.87,57.78,58.1,57.69,333.49K,1.15%
10/10/2019,57.33,57.14,57.56,57.06,728.39K,-0.93%
10/11/2019,58.14,58,58.91,58,1.39M,1.41%
10/14/2019,57.84,58.14,58.38,57.82,466.98K,-0.52%
10/15/2019,58.5,58.19,58.68,58.15,951.06K,1.14%
10/16/2019,58.92,58.5,59.04,58.49,754.90K,0.72%
10/17/2019,60.04,60.03,60.25,59.76,774.59K,1.90%
10/18/2019,59.21,59.8,59.87,58.6,1.09M,-1.38%
10/21/2019,59.18,59.44,59.58,59.11,569.36K,-0.05%
10/22/2019,58.97,59.48,59.58,58.94,650.06K,-0.35%
10/23/2019,58.58,58.77,58.81,58.24,591.28K,-0.66%
10/24/2019,58.63,59.15,59.15,58.35,728.19K,0.09%
10/25/2019,58.51,58.23,58.62,58.03,686.59K,-0.20%
10/28/2019,59.06,58.85,59.28,58.69,881.34K,0.94%
10/29/2019,59.24,58.86,59.34,58.83,1.50M,0.30%
10/30/2019,61.07,60.2,61.77,59.86,1.28M,3.09%
10/31/2019,60.83,61.08,61.09,60.41,667.83K,-0.39%
11/1/2019,61.44,61.27,61.62,61.12,615.10K,1.00%
11/4/2019,61.57,61.8,61.85,61.34,607.46K,0.21%
11/5/2019,61.44,61.56,61.57,61.02,663.98K,-0.21%
11/6/2019,60.73,61.04,61.2,60.68,457.74K,-1.16%
11/7/2019,60.4,60.41,60.72,60.22,685.09K,-0.54%
11/8/2019,60.41,60.25,60.57,60.15,942.07K,0.02%
11/11/2019,61.72,61.4,61.88,61,1.41M,2.17%
11/12/2019,62.13,62,62.5,61.91,1.08M,0.66%
11/13/2019,62.29,62.58,62.58,62.23,1.11M,0.26%
11/14/2019,61.85,62.01,62.1,61.34,431.30K,-0.71%
11/15/2019,62.06,62,62.2,61.72,332.70K,0.34%
11/18/2019,62.44,63.01,63.01,62.33,849.92K,0.61%
11/19/2019,61.9,62.24,62.32,61.75,1.52M,-0.86%
11/20/2019,61.48,61.72,61.88,61.25,859.62K,-0.68%
11/21/2019,61.52,61.1,61.64,60.96,1.15M,0.07%
11/22/2019,61.2,61.64,61.7,61.17,610.91K,-0.52%
11/25/2019,61.8,61.71,61.95,61.58,883.79K,0.98%
11/26/2019,63.15,63,63.2,62.62,2.22M,2.18%
11/27/2019,63.72,63.28,63.75,63.2,1.58M,0.90%
11/29/2019,63.48,63.26,63.6,63.22,952.76K,-0.38%
12/2/2019,63.28,63.46,63.56,62.69,1.52M,-0.32%
12/3/2019,64.59,64.4,64.63,63.91,1.65M,2.07%
12/4/2019,65.29,65.27,65.56,65.08,1.13M,1.08%
12/5/2019,65.2,65.16,65.29,64.8,1.16M,-0.14%
12/6/2019,65.29,65.34,65.47,65.15,1.03M,0.14%
12/9/2019,65.93,65.61,66.3,65.61,1.35M,0.98%
12/10/2019,66.31,66.57,66.7,66.04,872.90K,0.58%
12/11/2019,66.54,66.48,66.55,66.2,1.38M,0.35%
12/12/2019,67.32,66.92,67.39,66.83,1.15M,1.17%
12/13/2019,67.57,67.4,67.79,67.2,1.02M,0.37%
12/16/2019,68.25,68.2,68.47,68,1.11M,1.01%
12/17/2019,67.74,68.04,68.09,67.69,747.55K,-0.75%
12/18/2019,67.7,67.83,67.91,67.4,558.04K,-0.06%
12/19/2019,67.88,68.06,68.21,67.82,670.10K,0.27%
12/20/2019,67.9,67.24,67.91,66.92,1.59M,0.03%
12/23/2019,68.08,67.81,68.17,67.6,601.43K,0.27%
12/24/2019,67.76,67.98,68,67.76,264.46K,-0.47%
12/26/2019,68.02,68,68.03,67.85,518.06K,0.38%
12/27/2019,67.78,68.03,68.1,67.73,351.12K,-0.35%
12/30/2019,67.72,67.78,67.79,67.25,993.87K,-0.09%
12/31/2019,68,67.72,68.03,67.51,549.78K,0.41%
1/2/2020,69.06,68.3,69.06,68.28,856.84K,1.56%
1/3/2020,68.08,68.5,68.65,67.96,518.65K,-1.42%
1/6/2020,69.11,68.25,69.2,68.22,755.48K,1.51%
1/7/2020,70.2,70.51,70.58,69.81,1.32M,1.58%
1/8/2020,70.46,70.8,71.12,70.37,1.64M,0.37%
1/9/2020,71.03,71.4,71.66,70.59,2.38M,0.81%
1/10/2020,70.86,71.46,71.46,70.74,1.12M,-0.24%
1/13/2020,71.64,71.39,71.7,71.08,1.27M,1.10%
1/14/2020,72.47,72.94,72.95,72.01,1.94M,1.16%
1/15/2020,71.6,71.6,72.12,71.45,1.09M,-1.20%
1/16/2020,72.62,72.23,72.72,72.2,1.16M,1.42%
1/17/2020,72.48,72.72,72.72,72.16,780.53K,-0.19%
1/21/2020,72.13,72.5,72.5,72.11,967.15K,-0.48%
1/22/2020,72.38,72.57,72.68,72.17,760.87K,0.35%
1/23/2020,72.59,72.75,72.75,72.02,579.70K,0.29%
1/24/2020,71.88,72.64,72.68,71.48,678.36K,-0.98%
1/27/2020,71.31,71.44,71.7,71.15,1.27M,-0.79%
1/28/2020,72.02,71.7,72.21,71.35,812.62K,1.00%
1/29/2020,71.8,71.9,72.02,71.65,614.49K,-0.31%
1/30/2020,71.14,70.63,71.31,70.21,870.95K,-0.92%
1/31/2020,70.18,70.99,70.99,69.91,957.46K,-1.35%
2/3/2020,70.48,70.29,70.9,70.25,1.81M,0.43%
2/4/2020,73,72.17,73.86,71.16,1.58M,3.58%
2/5/2020,70.51,70.66,71.06,70.35,1.80M,-3.41%
2/6/2020,71.55,70.97,71.55,70.97,662.67K,1.47%
2/7/2020,70.09,71,71.25,69.71,1.46M,-2.04%
2/10/2020,70.17,70.13,70.21,69.63,929.32K,0.11%
2/11/2020,70.32,70.63,70.85,70.19,852.03K,0.21%
2/12/2020,70.77,70.3,70.79,70.3,587.88K,0.64%
2/13/2020,69.6,69.92,69.92,69.51,910.36K,-1.65%
2/14/2020,68.83,69.48,69.53,68.46,1.49M,-1.11%
2/18/2020,66.64,66.42,67.09,66.1,2.35M,-3.18%
2/19/2020,67.07,66.96,67.37,66.87,1.23M,0.65%
2/20/2020,66.74,66.91,67.17,66.03,1.33M,-0.49%
2/21/2020,65.94,66.95,67,65.75,907.05K,-1.20%
2/24/2020,63.93,64,64.58,63.51,1.41M,-3.05%
2/25/2020,63.58,65.25,65.5,63.13,2.23M,-0.55%
2/26/2020,63.94,64.36,64.83,63.78,1.55M,0.57%
2/27/2020,60.89,61.91,62.72,60.88,2.01M,-4.77%
2/28/2020,62.2,59.49,62.46,59.35,2.72M,2.15%
3/2/2020,64.16,63.6,64.26,62.31,2.12M,3.15%
3/3/2020,63.18,63.77,64.51,62.56,1.71M,-1.53%
3/4/2020,64.79,63.78,64.95,63.57,1.22M,2.55%
3/5/2020,63.44,63.85,63.99,62.92,1.26M,-2.08%
3/6/2020,63.12,62.8,63.24,62.16,1.17M,-0.50%
3/9/2020,58.53,58.19,60.47,58,1.38M,-7.27%
3/10/2020,60.33,61.09,61.15,59.06,3.12M,3.08%
3/11/2020,57.79,58.95,59.34,57.44,1.35M,-4.21%
3/12/2020,52.57,54.53,55.47,51.5,2.07M,-9.03%
3/13/2020,56.32,56.35,56.67,53.29,2.01M,7.13%
3/16/2020,51.68,52,53.86,50.94,1.46M,-8.24%
3/17/2020,55.2,53.41,55.37,52.65,1.70M,6.81%
3/18/2020,54.79,54.78,58.1,52.08,3.63M,-0.74%
3/19/2020,55.4,54.86,56.04,53.6,2.38M,1.11%
3/20/2020,53.06,56.48,56.9,52.82,1.61M,-4.22%
3/23/2020,52.9,53.94,54.4,51.58,1.59M,-0.30%
3/24/2020,57,56.3,57,55.56,2.28M,7.75%
3/25/2020,57.68,58.38,59.33,56.32,1.23M,1.19%
3/26/2020,60.5,58.66,60.51,58,1.47M,4.89%
3/27/2020,59.32,59.6,60.6,58.72,1.94M,-1.95%
3/30/2020,60.17,59.94,60.45,59.14,1.22M,1.43%
3/31/2020,59.18,59.27,60.5,58.61,1.06M,-1.65%
4/1/2020,56.85,57.93,58.43,56.65,1.11M,-3.94%
4/2/2020,58.91,58.37,59.3,57.91,1.11M,3.62%
4/3/2020,57.48,58,58.53,56.77,667.81K,-2.43%
4/6/2020,60.87,59.83,61.23,59.3,1.20M,5.90%
4/7/2020,60.66,62.75,62.9,60.46,1.35M,-0.34%
4/8/2020,62.11,61.08,62.37,60.72,1.11M,2.39%
4/9/2020,61.58,62.23,62.45,61,1.14M,-0.85%
4/13/2020,60.09,61,61.08,59.51,1.55M,-2.42%
4/14/2020,61.43,61.8,62.05,60.9,1.76M,2.23%
4/15/2020,62.07,62.2,62.2,61.23,2.21M,1.04%
4/16/2020,62.24,62.42,62.47,61.59,2.74M,0.27%
4/17/2020,64.44,64.14,64.44,63.49,3.18M,3.53%
4/20/2020,63.55,63.59,64.43,63.2,2.44M,-1.38%
4/21/2020,62.05,62.21,62.65,61.41,2.20M,-2.36%
4/22/2020,62.68,62.69,62.98,62.47,837.37K,1.02%
4/23/2020,62.06,63.43,63.5,61.96,985.46K,-0.99%
4/24/2020,62.96,63.19,63.19,62.25,1.16M,1.45%
4/27/2020,63.45,63.51,63.87,63.22,1.23M,0.78%
4/28/2020,62.92,63.88,64.04,62.89,972.14K,-0.84%
4/29/2020,64.58,64.41,64.85,63.83,1.19M,2.64%
4/30/2020,64.25,64.16,64.44,63.4,1.11M,-0.51%
5/1/2020,62.73,63.23,63.62,62.16,625.32K,-2.37%
5/4/2020,61.94,62.3,62.53,61.35,768.13K,-1.26%
5/5/2020,63.39,62.89,63.74,62.78,957.28K,2.34%
5/6/2020,63.95,63.94,64.25,63.24,913.58K,0.88%
5/7/2020,64.37,64.27,64.59,63.9,900.64K,0.66%
5/8/2020,65.51,65,65.89,64.59,958.00K,1.77%
5/11/2020,65.97,65.77,66.05,65.28,916.82K,0.70%
5/12/2020,65.59,65.92,66.4,65.55,1.14M,-0.58%
5/13/2020,62.78,63.68,64.05,62.3,2.54M,-4.28%
5/14/2020,63.66,62.94,63.66,62.37,1.33M,1.40%
5/15/2020,64.01,63.52,64.56,63.48,1.24M,0.55%
5/18/2020,64.07,63,64.45,62.69,1.98M,0.09%
5/19/2020,63.05,64.29,64.34,63,2.12M,-1.59%
5/20/2020,63.17,63.23,63.85,63.06,2.15M,0.19%
5/21/2020,62.74,63,63.38,62.17,1.21M,-0.68%
5/22/2020,63.24,63.2,63.32,62.59,848.92K,0.80%
5/26/2020,62.18,62.79,63.16,62.16,1.44M,-1.68%
5/27/2020,62.97,62.5,63.03,62.02,1.52M,1.27%
5/28/2020,64.58,63.58,65.33,63.58,1.61M,2.56%
5/29/2020,64.76,64.2,64.76,63.65,1.18M,0.28%
6/1/2020,65.49,64.91,65.65,64.56,1.42M,1.13%
6/2/2020,66.75,65.98,66.82,65.92,1.42M,1.92%
6/3/2020,66.79,66,67.02,65.97,2.72M,0.06%
6/4/2020,66.18,67,67.41,66.06,1.17M,-0.91%
6/5/2020,67.31,66.58,67.55,66.55,1.27M,1.71%
6/8/2020,68.56,67.5,68.79,67.3,1.39M,1.86%
6/9/2020,68.45,68.44,68.8,67.9,986.99K,-0.16%
6/10/2020,70.51,70,70.6,69.14,1.86M,3.01%
6/11/2020,67.37,70.17,70.19,67.09,2.78M,-4.45%
6/12/2020,68.29,69.72,69.83,66.87,2.36M,1.37%
6/15/2020,69.73,68.36,69.98,67.89,1.64M,2.11%
6/16/2020,69.35,70.49,70.5,68.8,1.03M,-0.54%
6/17/2020,71.58,70.96,71.78,70.73,1.38M,3.22%
6/18/2020,71.55,71.65,71.85,71.42,920.09K,-0.04%
6/19/2020,70.98,71.72,71.85,70.75,1.51M,-0.80%
6/22/2020,71.71,71.25,71.81,70.96,605.89K,1.03%
6/23/2020,71.64,71.81,72.34,71.59,1.19M,-0.10%
6/24/2020,70.65,71.39,71.48,70.3,646.57K,-1.38%
6/25/2020,71,70.16,71.12,69.72,682.29K,0.50%
6/26/2020,69.68,70.26,70.42,69.2,953.32K,-1.86%
6/29/2020,68.72,68.74,68.85,68.15,972.08K,-1.38%
6/30/2020,69.13,68.63,69.21,68.46,736.69K,0.60%
7/1/2020,70.39,69.17,70.95,69.17,1.55M,1.82%
7/2/2020,70.23,70.5,70.5,69.97,1.09M,-0.23%
7/6/2020,70.53,70.52,70.81,70.29,1.40M,0.43%
7/7/2020,69.16,69.82,70.06,69.05,908.04K,-1.94%
7/8/2020,69.79,69.55,69.85,68.98,533.79K,0.91%
7/9/2020,71.53,71.32,71.66,70.48,950.05K,2.49%
7/10/2020,73.94,73,74.11,72.61,1.67M,3.37%
7/13/2020,74.36,75.5,76.64,74.16,1.81M,0.57%
7/14/2020,74.52,73.39,74.61,73.13,757.69K,0.22%
7/15/2020,76.83,76.11,77.88,75.89,1.99M,3.10%
7/16/2020,76.8,76.3,77.07,76.15,935.47K,-0.04%
7/17/2020,76.08,75.96,76.43,75.44,1.09M,-0.94%
7/20/2020,78.18,77.18,78.5,76.89,875.03K,2.76%
7/21/2020,77.31,78.25,78.27,77.15,698.46K,-1.11%
7/22/2020,77.35,77.27,77.6,76.81,417.17K,0.05%
7/23/2020,76.42,77.48,77.99,76.19,608.08K,-1.20%
7/24/2020,76.46,75.85,76.55,75.34,535.50K,0.05%
7/27/2020,78.53,77.67,78.61,77.63,911.15K,2.71%
7/28/2020,77.62,78.5,78.5,77.59,479.32K,-1.16%
7/29/2020,78.35,77.63,78.74,77.56,530.42K,0.94%
7/30/2020,78.52,77.46,78.76,77.33,624.30K,0.22%
7/31/2020,77.96,76.98,77.97,76.91,1.11M,-0.71%
8/3/2020,81.27,78.71,81.41,78.67,2.16M,4.25%
8/4/2020,83.37,83.56,84.14,82.51,1.70M,2.58%
8/5/2020,81.25,81.7,81.79,80.71,1.20M,-2.54%
8/6/2020,80.47,80.86,81.12,80.36,1.13M,-0.96%
8/7/2020,80.03,80.5,80.73,79.11,1.10M,-0.55%
8/10/2020,80.05,80.45,80.45,79.73,644.86K,0.02%
8/11/2020,79.33,79.92,80.32,79.22,1.04M,-0.90%
8/12/2020,80.74,79.51,80.98,79.46,1.23M,1.78%
8/13/2020,82.67,81.56,83.19,81.27,1.79M,2.39%
8/14/2020,82.93,83.39,83.61,82.88,1.42M,0.31%
8/17/2020,83.45,83.53,83.71,82.72,1.24M,0.63%
8/18/2020,82.98,83.85,83.9,82.63,798.25K,-0.56%
8/19/2020,81.1,81.5,82.07,81.02,1.35M,-2.27%
8/20/2020,79.41,79.07,79.57,78.87,1.22M,-2.08%
8/21/2020,78.75,78.5,78.93,78.2,1.34M,-0.83%
8/24/2020,79.77,79.91,80.28,79.37,848.62K,1.30%
8/25/2020,79.37,79.18,79.62,79.16,636.06K,-0.50%
8/26/2020,81.12,80.4,81.21,80.14,900.90K,2.20%
8/27/2020,80.42,81.2,81.2,79.97,1.03M,-0.86%
8/28/2020,79.39,79.07,79.65,78.8,1.01M,-1.28%
8/31/2020,78.64,78.65,78.98,78.44,777.40K,-0.94%
9/1/2020,79.5,79.23,80.11,78.75,1.06M,1.09%
9/2/2020,79.49,79.59,80,78.8,888.90K,-0.01%
9/3/2020,77.38,78.85,78.96,76.71,1.07M,-2.65%
9/4/2020,77.66,77.78,78.47,75.6,1.24M,0.36%
9/8/2020,76.01,76.71,76.86,75.87,1.26M,-2.12%
9/9/2020,77.48,76.86,77.95,76.55,888.25K,1.93%
9/10/2020,76.5,77.77,77.94,76.4,979.76K,-1.26%
9/11/2020,77.02,77.18,77.39,76.24,826.42K,0.68%
9/14/2020,77.72,77.33,78.26,77.27,676.24K,0.91%
9/15/2020,76.46,76.87,77.3,76.23,1.38M,-1.62%
9/16/2020,76.99,77.88,78,76.89,1.79M,0.69%
9/17/2020,77.61,77.16,78.29,76.72,1.46M,0.81%
9/18/2020,78.96,80.08,80.17,78.33,1.21M,1.74%
9/21/2020,78.27,77.75,78.35,77,762.84K,-0.87%
9/22/2020,78.7,79.07,79.08,77.82,730.81K,0.55%
9/23/2020,77.33,78.5,78.54,76.99,873.36K,-1.74%
9/24/2020,77.78,76.97,78.48,76.81,834.80K,0.58%
9/25/2020,77.26,76.94,77.39,76.39,617.71K,-0.67%
9/28/2020,77.28,78.1,78.1,76.96,790.22K,0.03%
9/29/2020,77.48,77.43,77.82,77.07,449.09K,0.26%
9/30/2020,76.75,76.75,77.44,76.28,706.97K,-0.94%
10/1/2020,76.45,76.91,76.92,76.15,719.82K,-0.39%
10/2/2020,74,74,74.95,73.62,1.39M,-3.20%
10/5/2020,75.07,74.85,75.22,74.55,846.41K,1.45%
10/6/2020,73.54,74.34,74.41,73.43,851.12K,-2.04%
10/7/2020,73.37,73.98,73.98,73.1,1.24M,-0.23%
10/8/2020,74.13,73.75,74.3,73.53,745.11K,1.04%
10/9/2020,74.55,74.35,74.84,73.93,755.78K,0.57%
10/12/2020,74.59,74.07,74.88,74.06,770.93K,0.05%
10/13/2020,74.69,74.79,75.18,74.26,907.31K,0.13%
10/14/2020,74.41,74.61,74.9,74.27,942.90K,-0.37%
10/15/2020,73.27,73.6,73.6,72.58,1.13M,-1.53%
10/16/2020,72.67,72.76,73.04,72.45,1.06M,-0.82%
10/19/2020,72.93,73.7,73.86,72.81,822.15K,0.36%
10/20/2020,75.57,74.63,75.87,74.58,1.22M,3.62%
10/21/2020,74.64,75.33,75.43,74.4,873.20K,-1.23%
10/22/2020,74.6,74.88,74.97,74.21,663.77K,-0.05%
10/23/2020,75.43,75.19,75.57,74.51,751.25K,1.11%
10/26/2020,76.2,75.75,76.43,75.55,842.90K,1.02%
10/27/2020,77.47,77.3,78.29,76.95,1.47M,1.67%
10/28/2020,81.6,81.9,81.95,79.11,2.73M,5.33%
10/29/2020,83.43,83.76,83.88,82.56,1.85M,2.24%
10/30/2020,83.66,83.25,84.05,82.58,1.48M,0.28%
11/2/2020,85.5,84.12,85.92,84.04,2.08M,2.20%
11/3/2020,86.41,86,87.25,86,1.06M,1.06%
11/4/2020,86.41,85.38,87.27,85.17,1.04M,0.00%
11/5/2020,90.39,88.75,90.88,88.72,1.82M,4.61%
11/6/2020,89.39,89.1,90.17,88.66,1.39M,-1.11%
11/9/2020,86.61,90,90,86.6,1.88M,-3.11%
11/10/2020,85.91,86.05,86.44,85.28,1.30M,-0.81%
11/11/2020,88.09,86.48,88.69,86.26,1.35M,2.54%
11/12/2020,87.11,87.47,88.14,86.86,1.22M,-1.11%
11/13/2020,89.72,88.97,90.04,88.54,1.10M,3.00%
11/16/2020,90.45,90.69,91.1,90.05,1.15M,0.81%
11/17/2020,89.71,90.24,90.7,89.52,1.75M,-0.82%
11/18/2020,88.25,88.86,89.69,88.24,746.54K,-1.63%
11/19/2020,88.85,88.87,88.99,88.43,899.94K,0.68%
11/20/2020,89.98,88.91,90.27,88.86,624.03K,1.27%
11/23/2020,89.79,90.1,90.81,89.47,742.77K,-0.21%
11/24/2020,90.8,91.05,91.55,90.03,1.21M,1.12%
11/25/2020,93.23,93.4,93.5,91.91,1.65M,2.68%
11/27/2020,94.07,93.98,94.5,93.82,666.88K,0.90%
11/30/2020,93.29,93.65,94,92.62,969.80K,-0.83%
12/1/2020,94.68,94.14,94.82,93.96,1.24M,1.49%
12/2/2020,92.62,92.39,93.35,92.15,1.19M,-2.18%
12/3/2020,93.83,93.8,94.3,93.58,754.60K,1.31%
12/4/2020,94.4,93.9,94.41,93.8,570.43K,0.61%
12/7/2020,93.36,93,93.62,92.94,901.44K,-1.10%
12/8/2020,93.37,93.4,93.8,93.15,717.86K,0.01%
12/9/2020,94.13,94.59,94.63,93.25,1.99M,0.81%
12/10/2020,94.09,93.7,94.19,93.33,725.39K,-0.04%
12/11/2020,94.68,94.31,94.98,94.16,907.61K,0.63%
12/14/2020,93.37,94.96,95.05,93.34,855.65K,-1.38%
12/15/2020,94.15,93.8,94.64,93.55,825.18K,0.84%
12/16/2020,95.11,94.27,95.36,94.05,856.76K,1.02%
12/17/2020,97.02,97.07,97.77,96.77,1.20M,2.01%
12/18/2020,98.71,99.1,99.35,98.14,1.29M,1.74%
12/21/2020,99.4,98.89,99.53,97.81,938.98K,0.70%
12/22/2020,97.46,97.96,98.31,97.28,743.30K,-1.95%
12/23/2020,97.46,98.13,98.13,97.24,669.62K,0.00%
12/24/2020,96.84,97.46,97.56,96.54,301.82K,-0.64%
12/28/2020,97.95,98.19,98.29,97.83,963.59K,1.15%
12/29/2020,100.43,100,100.83,99.35,988.76K,2.53%
12/30/2020,100.78,99.8,100.95,99.66,616.24K,0.35%
12/31/2020,101.1,100.93,101.4,100.61,670.75K,0.32%
1/4/2021,100.07,101.5,101.62,99.46,1.06M,-1.02%
1/5/2021,103.11,102.02,103.52,102,1.12M,3.04%
1/6/2021,101.08,100.46,101.99,100.28,981.49K,-1.97%
1/7/2021,102,101.08,102.09,100.86,760.75K,0.91%
1/8/2021,103.99,103.29,104,102.94,1.40M,1.95%
1/11/2021,103.84,104.33,105,103.32,1.04M,-0.14%
1/12/2021,104.03,104.3,104.48,103.28,1.19M,0.18%
1/13/2021,103.89,103.24,104.34,103.2,794.37K,-0.13%
1/14/2021,103.42,103.65,103.98,103.24,831.13K,-0.45%
1/15/2021,102.05,101.79,102.7,101.53,1.03M,-1.32%
1/19/2021,102.23,102.03,102.44,101.7,701.12K,0.18%
1/20/2021,102.89,102.43,103.6,102.43,873.98K,0.65%
1/21/2021,102.55,102.91,103.2,101.9,652.21K,-0.33%
1/22/2021,101.11,101.62,101.93,101.03,759.94K,-1.40%
1/25/2021,99.28,99.7,99.94,97.82,1.46M,-1.81%
1/26/2021,99.71,99.85,100.18,99.39,774.99K,0.43%
1/27/2021,97,97.78,98.88,96.89,1.12M,-2.72%
1/28/2021,97.65,96.38,98.42,96.2,1.44M,0.67%
1/29/2021,95.71,97,97.09,95.09,859.26K,-1.99%
2/1/2021,98.53,97.61,98.64,96.94,1.50M,2.95%
2/2/2021,99.24,99.5,99.83,99.17,1.27M,0.72%
2/3/2021,111.31,108.3,112.29,106.96,3.03M,12.16%
2/4/2021,110.88,110.98,111.15,109.01,1.38M,-0.39%
2/5/2021,116.71,118.03,118.5,115.24,2.03M,5.26%
2/8/2021,115.62,114.36,115.64,114.36,1.07M,-0.93%
2/9/2021,112.64,112.57,113.43,111.99,1.01M,-2.58%
2/10/2021,113.31,114.5,114.5,112.28,606.41K,0.59%
2/11/2021,113.97,114.02,114.74,113.44,470.33K,0.58%
2/12/2021,113.53,112.81,113.62,112.79,557.69K,-0.39%
2/16/2021,114.97,115.85,115.9,114.42,849.39K,1.27%
2/17/2021,114.92,115.31,115.31,113.86,592.52K,-0.04%
2/18/2021,113.52,113.25,113.87,112.43,567.46K,-1.22%
2/19/2021,115.54,114.01,117.81,113.91,1.99M,1.78%
2/22/2021,113.28,113.53,114.91,113.03,1.10M,-1.96%
2/23/2021,112.43,110.97,112.86,109.54,1.07M,-0.75%
2/24/2021,109.6,108.32,109.97,108.11,1.47M,-2.52%
2/25/2021,107.08,108.73,109.09,106.85,1.34M,-2.30%
2/26/2021,105.81,106.93,106.99,105.37,1.00M,-1.19%
3/1/2021,108.08,107.33,108.56,106.85,939.22K,2.15%
3/2/2021,105.77,107.18,107.26,105.75,1.08M,-2.14%
3/3/2021,104.52,106.41,106.57,104.5,1.05M,-1.18%
3/4/2021,101.84,103.31,104.02,100.73,1.64M,-2.56%
3/5/2021,104.14,103.61,104.25,101.28,1.05M,2.26%
3/8/2021,100.25,102.34,103,100.2,1.24M,-3.74%
3/9/2021,101.52,100.25,101.99,100.09,1.29M,1.27%
3/10/2021,100.99,102.47,102.69,100.51,1.07M,-0.52%
3/11/2021,103.2,102.28,103.65,101.77,915.76K,2.19%
3/12/2021,104.56,103.17,104.59,102.51,870.15K,1.32%
3/15/2021,105.39,104.88,105.44,104.17,876.75K,0.79%
3/16/2021,106.56,106.24,107.25,106.15,823.88K,1.11%
3/17/2021,105.93,105.77,106.3,104.77,719.07K,-0.59%
3/18/2021,105.34,105.94,106.13,104.94,860.70K,-0.56%
3/19/2021,105.26,105.81,105.81,104.51,622.65K,-0.08%
3/22/2021,106.89,106,107.42,105.51,2.08M,1.55%
3/23/2021,105.11,106.33,106.93,105.01,761.19K,-1.67%
3/24/2021,102.35,104.81,104.81,102.31,1.27M,-2.63%
3/25/2021,102.65,102.36,102.94,101.46,971.52K,0.29%
3/26/2021,105.42,104.16,105.5,104.1,823.87K,2.70%
3/29/2021,106.6,105.9,107.04,105.04,817.06K,1.12%
3/30/2021,104.51,104.33,104.9,103.72,695.06K,-1.96%
3/31/2021,106.01,105.56,106.8,105.26,597.63K,1.44%
4/1/2021,106.86,106.56,107.12,105.51,450.25K,0.80%
4/5/2021,111.39,110.8,111.84,109.82,832.56K,4.24%
4/6/2021,109.9,110.12,110.28,109.33,439.40K,-1.34%
4/7/2021,110.86,110.55,111.34,109.64,489.37K,0.87%
4/8/2021,109.82,109.3,109.96,109,562.60K,-0.94%
4/9/2021,111.79,111.51,112.06,110.51,823.44K,1.79%
4/12/2021,111.39,111.49,112.3,111.13,444.86K,-0.36%
4/13/2021,111.88,111.98,112.36,111.47,534.89K,0.44%
4/14/2021,111.78,112.49,112.81,111.71,410.81K,-0.09%
4/15/2021,112.77,112.75,113.5,112.12,508.26K,0.89%
4/16/2021,111.1,111.65,111.67,110.71,642.42K,-1.48%
4/19/2021,109.98,111.05,111.24,109.41,413.89K,-1.01%
4/20/2021,108.61,109.65,110.1,108,489.22K,-1.25%
4/21/2021,108.44,107.23,108.59,106.7,559.23K,-0.16%
4/22/2021,108.94,109.03,110.05,108.54,906.50K,0.46%
4/23/2021,109.94,109.79,110.33,109.39,428.47K,0.92%
4/26/2021,108.92,109,109.7,108.85,536.88K,-0.93%
4/27/2021,106.67,106.5,107.7,105.36,1.56M,-2.07%
4/28/2021,104.49,106.4,106.42,103.13,1.74M,-2.04%
4/29/2021,104.85,105.42,105.49,104.11,908.81K,0.34%
4/30/2021,100.16,101.33,102.3,100,1.08M,-4.47%
5/3/2021,99.37,100.97,101.19,98.65,1.03M,-0.79%
5/4/2021,96.79,98.92,99.23,96.49,1.38M,-2.60%
5/5/2021,97.63,97.69,98.07,97.22,972.12K,0.87%
